date,team1,team1_classified,score1,team2,team2_classified,score2,forfeit,overtime
2026-08-29,Mid-Buchanan,True,2,Lawson,True,0,False,False
2026-08-29,Springfield Catholic,True,1,Lebanon,True,1,False,False
2026-08-29,Mt. Vernon,True,1,Lebanon,True,1,False,False
2026-08-29,Nixa,True,2,Liberty,True,0,False,False
2026-08-29,Nixa,True,2,Liberty North,True,1,False,False
2026-08-29,Gateway Science Charter,True,2,Lift for Life Academy Charter,True,1,False,False
2026-08-29,STEAM Academy,True,2,Lift for Life Academy Charter,True,0,False,False
2026-08-29,Platte County,True,2,"Lincoln High(Lincoln, NE)",False,0,False,False
2026-08-29,Platte County,True,2,"Lincoln Northwest(Lincoln , NE)",False,0,False,False
2026-08-29,Platte County,True,0,"Lincoln Southeast(Lincoln, NE)",False,2,False,False
2026-08-29,Tipton,True,0,Linn,True,2,False,False
2026-08-29,Father Tolton,True,0,Linn,True,2,False,False
2026-08-29,Montgomery County,True,0,Linn,True,2,False,False
2026-08-29,Blue Eye,True,2,Lutie,True,0,False,False
2026-08-29,Seymour,True,2,Lutie,True,0,False,False
