date,team1,score1,team2,score2,forfeit,overtime
2026-09-03,Richland (Essex),,Clarkton,,False,False
2026-09-03,KIPP St. Louis Sr.,,Confluence Prep Academy Charter with Grand Center Arts Charter,,False,False
2026-09-03,Wheaton,,Hurley,,False,False
2026-09-03,Winnetonka,,Kearney,,False,False
2026-09-03,Mansfield,,Laquey,,False,False
2026-09-03,Zalma,,Meadow Heights,,False,False
2026-09-03,Webster Groves,,Nerinx Hall,,False,False
2026-09-03,Raytown,,Platte County,,False,False
2026-09-03,Lee's Summit,,Raymore-Peculiar,,False,False
2026-09-03,Lathrop,,Richmond,,False,False
2026-09-03,Pattonville,,Rockwood Summit,,False,False
2026-09-03,New Bloomfield,,Southern Boone,,False,False
2026-09-03,Hillsboro,,St. Vincent,,False,False
2026-09-03,Ft. Zumwalt North,,Timberland,,False,False
2026-09-03,St. Joseph's Academy,,Ursuline Academy,,False,False
2026-09-03,St. Dominic,,Villa Duchesne,,False,False
2026-09-03,Capital City,,West Plains,,False,False
2026-09-04,Woodland,3,Bell City,1,False,False
2026-09-04,Advance,3,Bernie,0,False,False
2026-09-04,McKinley Classical Leadership,0,Bishop DuBourg,3,False,False
2026-09-04,Portageville,1,Campbell,3,False,False
2026-09-04,Belle,3,Chamois,0,False,False
2026-09-04,MICDS,3,Clayton,0,False,False
2026-09-04,West County,3,Clearwater,0,False,False
2026-09-04,Blue Eye,3,Crane,0,False,False
2026-09-04,Winona,3,Ellington,0,False,False
2026-09-04,Bakersfield,0,Eminence,3,False,False
2026-09-04,Bradleyville,0,Gainesville,3,False,False
2026-09-04,Veritas Christian Academy,1,Grandview (Hillsboro),3,False,False
2026-09-04,Kickapoo,1,Helias Catholic,2,False,False
2026-09-04,Nixa,1,Helias Catholic,2,False,False
2026-09-04,Kickapoo,2,Jefferson City,0,False,False
2026-09-04,Nixa,2,Jefferson City,0,False,False
2026-09-04,Perryville,3,Leopold,1,False,False
2026-09-04,Oak Ridge,3,Meadow Heights,0,False,False
2026-09-04,Ladue Horton Watkins,0,Parkway South,3,False,False
2026-09-04,Seymour,0,Plato,3,False,False
2026-09-04,Hurley,1,Purdy,3,False,False
2026-09-04,Cooter,1,Risco,3,False,False
2026-09-04,Metro,3,Rosati-Kain,0,False,False
2026-09-04,Clarkton,2,Senath-Hornersville,3,False,False
2026-09-04,Dixon,3,Steelville,0,False,False
2026-09-04,Cabool,3,Summersville,0,False,False
2026-09-04,Bunker,2,Valley,3,False,False
2026-09-04,Bourbon,1,Viburnum,3,False,False
2026-09-04,North Pemiscot,,Bloomfield,,False,False
2026-09-04,Niangua,,Everton,,False,False
2026-09-04,Chadwick,,Fordland,,False,False
2026-09-04,Vashon,,KIPP St. Louis Sr.,,False,False
2026-09-04,Believe Acad Charter,,McCluer North,,False,False
2026-09-04,Kelly,,Puxico,,False,False
2026-09-05,William Chrisman,0,Center,2,False,False
2026-09-05,Neosho,0,Clinton,2,False,False
2026-09-05,Lamar,0,Clinton,2,False,False
2026-09-05,Joplin,0,Clinton,2,False,False
2026-09-05,Lone Jack,0,Clinton,2,False,False
2026-09-05,Harrisonville,0,Clinton,2,False,False
2026-09-05,Nevada,2,Clinton,1,False,False
2026-09-05,Galena,0,Everton,2,False,False
2026-09-05,Gloria Deo Academy,0,Everton,2,False,False
2026-09-05,McAuley Catholic,0,Everton,2,False,False
2026-09-05,Verona,1,Everton,1,False,False
2026-09-05,Southwest (Washburn),0,Exeter,2,False,False
2026-09-05,Gloria Deo Academy,2,Exeter,0,False,False
2026-09-05,McAuley Catholic,2,Exeter,0,False,False
2026-09-05,Verona,0,Galena,2,False,False
2026-09-05,McAuley Catholic,0,Galena,2,False,False
2026-09-05,Northeast Vernon County,0,Galena,2,False,False
2026-09-05,Southwest (Washburn),2,Golden City,0,False,False
2026-09-05,Exeter,1,Golden City,1,False,False
2026-09-05,Gloria Deo Academy,2,Golden City,0,False,False
2026-09-05,Nevada,1,Harrisonville,1,False,False
2026-09-05,Knob Noster,0,Harrisonville,2,False,False
2026-09-05,McDonald County,0,Harrisonville,2,False,False
2026-09-05,Lutheran South,2,Hermann,0,False,False
2026-09-05,St. Francis Borgia,2,Holt,0,False,False
2026-09-05,Washington,1,Holt,2,False,False
2026-09-05,Lamar,1,Joplin,1,False,False
2026-09-05,Nevada,2,Joplin,0,False,False
2026-09-05,Lone Jack,0,Joplin,2,False,False
2026-09-05,Neosho,0,Joplin,2,False,False
2026-09-05,Nevada,2,Knob Noster,0,False,False
2026-09-05,McDonald County,1,Knob Noster,1,False,False
2026-09-05,Lone Jack,2,Knob Noster,1,False,False
2026-09-05,Lone Jack,2,Lamar,0,False,False
2026-09-05,Neosho,0,Lamar,2,False,False
2026-09-05,Southwest (Washburn),0,Lockwood,2,False,False
2026-09-05,Exeter,0,Lockwood,2,False,False
2026-09-05,Golden City,0,Lockwood,2,False,False
2026-09-05,Gloria Deo Academy,0,Lockwood,2,False,False
2026-09-05,Galena,0,Lockwood,2,False,False
2026-09-05,Everton,0,Lockwood,2,False,False
2026-09-05,Nevada,2,McDonald County,0,False,False
2026-09-05,Neosho,2,McDonald County,0,False,False
2026-09-05,McAuley Catholic,2,Northeast Vernon County,0,False,False
2026-09-05,Verona,2,Northeast Vernon County,0,False,False
2026-09-05,St. Clair,2,Oakville,0,False,False
2026-09-05,Lutheran South,0,Orchard Farm,2,False,False
2026-09-05,Staley,0,Park Hill,2,False,False
2026-09-05,Staley,2,Park Hill South,0,False,False
2026-09-05,Van Horn,0,Raytown,2,False,False
2026-09-05,William Chrisman,1,Raytown South,1,False,False
2026-09-05,Ewing Marion Kauffman,0,Raytown South,2,False,False
2026-09-05,Van Horn,1,Raytown South,1,False,False
2026-09-05,Grandview,2,Raytown South,0,False,False
2026-09-05,Gloria Deo Academy,1,Southwest (Washburn),1,False,False
2026-09-05,Verona,2,Southwest (Washburn),1,False,False
2026-09-05,Liberty (Wentzville),0,St. Francis Borgia,2,False,False
2026-09-05,Washington,1,Timberland,1,False,False
2026-09-05,St. Francis Borgia,2,Timberland,0,False,False
2026-09-05,St. Francis Borgia,1,Union,1,False,False
2026-09-05,Holt,2,Union,0,False,False
2026-09-05,Liberty (Wentzville),1,Union,1,False,False
2026-09-05,Lutheran South,2,Union,1,False,False
2026-09-05,William Chrisman,2,Van Horn,0,False,False
2026-09-05,Ewing Marion Kauffman,0,Van Horn,2,False,False
2026-09-05,McAuley Catholic,1,Verona,1,False,False
2026-09-05,Lutheran South,1,Washington,1,False,False
2026-09-05,Ewing Marion Kauffman,0,William Chrisman,2,False,False
2026-09-05,University Academy Charter,,Center,,False,False
2026-09-05,Grandview,,Center,,False,False
2026-09-05,Raytown,,Center,,False,False
2026-09-05,University Academy Charter,,Grandview,,False,False
2026-09-05,University Academy Charter,,Raytown,,False,False
2026-09-05,Grandview,,Raytown,,False,False
2026-09-05,Farmington,,Webb City,,False,False
2026-09-06,William Chrisman,0,Center,2,False,False
2026-09-06,Neosho,0,Clinton,2,False,False
2026-09-06,Lamar,0,Clinton,2,False,False
2026-09-06,Joplin,0,Clinton,2,False,False
2026-09-06,Lone Jack,0,Clinton,2,False,False
2026-09-06,Harrisonville,0,Clinton,2,False,False
2026-09-06,Nevada,2,Clinton,1,False,False
2026-09-06,Galena,0,Everton,2,False,False
2026-09-06,Gloria Deo Academy,0,Everton,2,False,False
2026-09-06,McAuley Catholic,0,Everton,2,False,False
2026-09-06,Verona,1,Everton,1,False,False
2026-09-06,Southwest (Washburn),0,Exeter,2,False,False
2026-09-06,Gloria Deo Academy,2,Exeter,0,False,False
2026-09-06,McAuley Catholic,2,Exeter,0,False,False
2026-09-06,Verona,0,Galena,2,False,False
2026-09-06,McAuley Catholic,0,Galena,2,False,False
2026-09-06,Northeast Vernon County,0,Galena,2,False,False
2026-09-06,Southwest (Washburn),2,Golden City,0,False,False
2026-09-06,Exeter,1,Golden City,1,False,False
2026-09-06,Gloria Deo Academy,2,Golden City,0,False,False
2026-09-06,Nevada,1,Harrisonville,1,False,False
2026-09-06,Knob Noster,0,Harrisonville,2,False,False
2026-09-06,McDonald County,0,Harrisonville,2,False,False
2026-09-06,Lutheran South,2,Hermann,0,False,False
2026-09-06,St. Francis Borgia,2,Holt,0,False,False
2026-09-06,Washington,1,Holt,2,False,False
2026-09-06,Lamar,1,Joplin,1,False,False
2026-09-06,Nevada,2,Joplin,0,False,False
2026-09-06,Lone Jack,0,Joplin,2,False,False
2026-09-06,Neosho,0,Joplin,2,False,False
2026-09-06,Nevada,2,Knob Noster,0,False,False
2026-09-06,McDonald County,1,Knob Noster,1,False,False
2026-09-06,Lone Jack,2,Knob Noster,1,False,False
2026-09-06,Lone Jack,2,Lamar,0,False,False
2026-09-06,Neosho,0,Lamar,2,False,False
2026-09-06,Southwest (Washburn),0,Lockwood,2,False,False
2026-09-06,Exeter,0,Lockwood,2,False,False
2026-09-06,Golden City,0,Lockwood,2,False,False
2026-09-06,Gloria Deo Academy,0,Lockwood,2,False,False
2026-09-06,Galena,0,Lockwood,2,False,False
2026-09-06,Everton,0,Lockwood,2,False,False
2026-09-06,Nevada,2,McDonald County,0,False,False
2026-09-06,Neosho,2,McDonald County,0,False,False
2026-09-06,McAuley Catholic,2,Northeast Vernon County,0,False,False
2026-09-06,Verona,2,Northeast Vernon County,0,False,False
2026-09-06,St. Clair,2,Oakville,0,False,False
2026-09-06,Lutheran South,0,Orchard Farm,2,False,False
2026-09-06,Staley,0,Park Hill,2,False,False
2026-09-06,Staley,2,Park Hill South,0,False,False
2026-09-06,Van Horn,0,Raytown,2,False,False
2026-09-06,William Chrisman,1,Raytown South,1,False,False
2026-09-06,Ewing Marion Kauffman,0,Raytown South,2,False,False
2026-09-06,Van Horn,1,Raytown South,1,False,False
2026-09-06,Grandview,2,Raytown South,0,False,False
2026-09-06,Gloria Deo Academy,1,Southwest (Washburn),1,False,False
2026-09-06,Verona,2,Southwest (Washburn),1,False,False
2026-09-06,Liberty (Wentzville),0,St. Francis Borgia,2,False,False
2026-09-06,Washington,1,Timberland,1,False,False
2026-09-06,St. Francis Borgia,2,Timberland,0,False,False
2026-09-06,St. Francis Borgia,1,Union,1,False,False
2026-09-06,Holt,2,Union,0,False,False
2026-09-06,Liberty (Wentzville),1,Union,1,False,False
2026-09-06,Lutheran South,2,Union,1,False,False
2026-09-06,William Chrisman,2,Van Horn,0,False,False
2026-09-06,Ewing Marion Kauffman,0,Van Horn,2,False,False
2026-09-06,McAuley Catholic,1,Verona,1,False,False
2026-09-06,Lutheran South,1,Washington,1,False,False
2026-09-06,Ewing Marion Kauffman,0,William Chrisman,2,False,False
2026-09-06,University Academy Charter,,Center,,False,False
2026-09-06,Grandview,,Center,,False,False
2026-09-06,Raytown,,Center,,False,False
2026-09-06,University Academy Charter,,Grandview,,False,False
2026-09-06,University Academy Charter,,Raytown,,False,False
2026-09-06,Grandview,,Raytown,,False,False
2026-09-06,Farmington,,Webb City,,False,False
2026-09-07,Marshall,3,Brookfield,0,False,False
2026-09-07,Seneca,0,Crane,3,False,False
2026-09-07,Holcomb,3,Hayti,0,False,False
2026-09-07,Spokane,2,Hollister,3,False,False
2026-09-07,Clinton,3,Knob Noster,0,False,False
2026-09-07,Diamond,0,Lamar,3,False,False
2026-09-07,Aurora,2,Marshfield,3,False,False
2026-09-07,New Heights Christian,3,McAuley Catholic,0,False,False
2026-09-07,Warsaw,3,Osceola,1,False,False
2026-09-07,Laquey,0,Plato,3,False,False
2026-09-07,Central (Springfield),0,Republic,3,False,False
2026-09-07,Jasper,3,Rich Hill,1,False,False
2026-09-07,Concordia,3,Sacred Heart,0,False,False
2026-09-07,Trenton,,Cameron,,False,False
2026-09-07,Monett,,Neosho,,False,False
2026-09-07,East Prairie,,North Pemiscot,,False,False
2026-09-08,Barstow,3,Archie,2,False,False
2026-09-08,Forsyth,3,Aurora,2,False,False
2026-09-08,Drexel,3,Ballard,1,False,False
2026-09-08,Crossroads College Preparatory,0,Bayless,3,False,False
2026-09-08,Fort Osage,1,Belton,3,False,False
2026-09-08,Conway,1,Billings,3,False,False
2026-09-08,Liberty North,3,Blue Springs South,1,False,False
2026-09-08,Cuba,3,Bourbon,0,False,False
2026-09-08,Montgomery County,3,Bowling Green,2,False,False
2026-09-08,Lee's Summit North,3,Central (St. Joseph),0,False,False
2026-09-08,Otterville,3,Chamois,0,False,False
2026-09-08,Gideon,3,Clarkton,0,False,False
2026-09-08,Versailles,0,Clinton,3,False,False
2026-09-08,Bishop DuBourg,2,Collegiate School of Med-Bio Science,3,False,False
2026-09-08,La Monte,1,Columbia Independent,3,False,False
2026-09-08,McKinley Classical Leadership,3,Confluence Prep Academy Charter with Grand Center Arts Charter,1,False,False
2026-09-08,Central (Cape Girardeau),0,Dexter,3,False,False
2026-09-08,Eugene,0,Eldon,3,False,False
2026-09-08,Linn,2,Fatima,3,False,False
2026-09-08,North Point,3,Francis Howell,1,False,False
2026-09-08,Troy Buchanan,3,Ft. Zumwalt North,2,False,False
2026-09-08,Seymour,0,Gainesville,3,False,False
2026-09-08,St. Paul Lutheran (Farmington),3,Greenville,2,False,False
2026-09-08,Ste. Genevieve,3,Herculaneum,0,False,False
2026-09-08,Willard,2,Hillcrest,0,False,False
2026-09-08,Oak Grove,3,Holden,0,False,False
2026-09-08,Ava,1,Hollister,3,False,False
2026-09-08,Summersville,2,Houston,3,False,False
2026-09-08,Poplar Bluff,0,Jackson,3,False,False
2026-09-08,McCluer,2,Jennings,3,False,False
2026-09-08,MICDS,3,Ladue Horton Watkins,0,False,False
2026-09-08,Blue Springs,0,Lee's Summit,3,False,False
2026-09-08,Appleton City with Montrose,3,Leeton with Chilhowee,0,False,False
2026-09-08,Mehlville,3,Lindbergh,0,False,False
2026-09-08,Buffalo,0,Logan-Rogersville,3,False,False
2026-09-08,Kirkwood,3,Marquette,0,False,False
2026-09-08,Warrensburg,3,Marshall,0,False,False
2026-09-08,Bishop LeBlond,2,Maryville,3,False,False
2026-09-08,Affton,3,Metro,0,False,False
2026-09-08,Hallsville,3,Mexico,0,False,False
2026-09-08,Galena,0,New Covenant Academy,3,False,False
2026-09-08,Pierce City,3,New Heights Christian,2,False,False
2026-09-08,Ursuline Academy,3,Notre Dame (St. Louis),0,False,False
2026-09-08,Cristo Rey,0,Paseo Academy,3,False,False
2026-09-08,Wellington-Napoleon,3,Penney,0,False,False
2026-09-08,Leopold,2,Perryville,3,False,False
2026-09-08,Cabool,3,Plato,0,False,False
2026-09-08,Hayti,0,Portageville,3,False,False
2026-09-08,Van Horn,1,Raytown South,3,False,False
2026-09-08,Eureka,3,Rockwood Summit,0,False,False
2026-09-08,Kearney,3,Ruskin,0,False,False
2026-09-08,Eminence,2,Salem,3,False,False
2026-09-08,Blue Eye,3,School of the Ozarks,0,False,False
2026-09-08,Fredericktown,3,Scott City,0,False,False
2026-09-08,Tipton,0,Skyline,3,False,False
2026-09-08,Winnetonka,0,Smithville,3,False,False
2026-09-08,KIPP KC Legacy,3,Southeast,0,False,False
2026-09-08,South Pemiscot,3,Southland,0,False,False
2026-09-08,New Haven,0,St. Francis Borgia,3,False,False
2026-09-08,Summit Christian Academy,3,St. Paul Lutheran (Concordia),0,False,False
2026-09-08,Raymore-Peculiar,2,Staley,3,False,False
2026-09-08,Osceola,3,Stockton,0,False,False
2026-09-08,Waynesville,0,Sullivan,3,False,False
2026-09-08,Washington,3,Union,1,False,False
2026-09-08,McCluer North,0,University City,3,False,False
2026-09-08,Festus,3,Valle Catholic,1,False,False
2026-09-08,St. Charles West,3,Veritas Christian Academy,0,False,False
2026-09-08,Southwest (Washburn),0,Verona,3,False,False
2026-09-08,Tarkio with Fairfax,0,West Nodaway with Nodaway-Holt,3,False,False
2026-09-08,Crest Ridge,,Adrian,,False,False
2026-09-08,Potosi,,Arcadia Valley,,False,False
2026-09-08,Pleasant Hope,,Ash Grove,,False,False
2026-09-08,Zalma,,Bell City,,False,False
2026-09-08,Excelsior Springs,,Benton,,False,False
2026-09-08,Hermann,,Blair Oaks,,False,False
2026-09-08,Parkview,,Bolivar,,False,False
2026-09-08,Hume,,Bronaugh,,False,False
2026-09-08,Lincoln,,Bunceton,,False,False
2026-09-08,Couch,,Bunker,,False,False
2026-09-08,Miami (Amoret),,Butler,,False,False
2026-09-08,West Plains,,Camdenton,,False,False
2026-09-08,Bernie,,Campbell,,False,False
2026-09-08,Miller Career Academy,,Cardinal Ritter,,False,False
2026-09-08,Lincoln College Prep,,Center,,False,False
2026-09-08,Joplin,,Central (Springfield),,False,False
2026-09-08,Boonville,,Centralia,,False,False
2026-09-08,Oak Ridge,,Charleston,,False,False
2026-09-08,Parkway Central,,Clayton,,False,False
2026-09-08,Meadow Heights,,Clearwater,,False,False
2026-09-08,Cassville,,Clever,,False,False
2026-09-08,Russellville,,Cole Camp,,False,False
2026-09-08,Delta (Deering),,Cooter,,False,False
2026-09-08,Chadwick,,Crane,,False,False
2026-09-08,Central (Park Hills),,DeSoto,,False,False
2026-09-08,Maysville,,East Buchanan,,False,False
2026-09-08,Diamond,,East Newton,,False,False
2026-09-08,Neosho,,El Dorado Springs,,False,False
2026-09-08,Lesterville,,Ellington,,False,False
2026-09-08,Northland Christian,,Faith Christian Academy,,False,False
2026-09-08,Osage,,Father Tolton,,False,False
2026-09-08,Oakville,,Fox,,False,False
2026-09-08,North Callaway,,Fulton,,False,False
2026-09-08,Truman,,Grain Valley,,False,False
2026-09-08,Ewing Marion Kauffman,,Grandview,,False,False
2026-09-08,Christian Fellowship Sr.,,Green Ridge,,False,False
2026-09-08,Everton,,Greenfield,,False,False
2026-09-08,Crossroads Prep Charter,,Guadalupe Centers Charter,,False,False
2026-09-08,Hazelwood East,,Hazelwood Central,,False,False
2026-09-08,Farmington,,Hillsboro,,False,False
2026-09-08,Senath-Hornersville,,Holcomb,,False,False
2026-09-08,Ft. Zumwalt South,,Holt,,False,False
2026-09-08,Bradleyville,,Hurley,,False,False
2026-09-08,Seneca,,Jasper,,False,False
2026-09-08,Windsor (Imperial),,Jefferson (Festus),,False,False
2026-09-08,Webster Groves,,Jefferson (Festus),,False,False
2026-09-08,Lutheran North,,John Burroughs,,False,False
2026-09-08,Doniphan,,Kennett,,False,False
2026-09-08,Dora,,Koshkonong,,False,False
2026-09-08,Cameron,,Lathrop,,False,False
2026-09-08,Lone Jack,,Lexington,,False,False
2026-09-08,Park Hill South,,Liberty,,False,False
2026-09-08,Strafford,,Liberty (Mountain View),,False,False
2026-09-08,Willow Springs,,Licking,,False,False
2026-09-08,West Plains,,Lift for Life Academy Charter,,False,False
2026-09-08,Central (New Madrid County),,Malden,,False,False
2026-09-08,Greenwood,,Mansfield,,False,False
2026-09-08,Gloria Deo Academy,,Marion C. Early,,False,False
2026-09-08,Northeast Vernon County,,McAuley Catholic,,False,False
2026-09-08,Sarcoxie,,Miller,,False,False
2026-09-08,Rolla,,Mountain Grove,,False,False
2026-09-08,Carl Junction,,Mt. Vernon,,False,False
2026-09-08,Villa Duchesne,,Nerinx Hall,,False,False
2026-09-08,Calvary Lutheran,,New Bloomfield,,False,False
2026-09-08,Raytown,,North Kansas City,,False,False
2026-09-08,East Prairie,,North Pemiscot,,False,False
2026-09-08,University Academy Charter,,North Platte,,False,False
2026-09-08,Lafayette County,,Odessa,,False,False
2026-09-08,Advance,,Oran,,False,False
2026-09-08,Liberty (Wentzville),,Orchard Farm,,False,False
2026-09-08,Carrollton,,Orrick,,False,False
2026-09-08,Belle,,Owensville,,False,False
2026-09-08,Oak Park,,Park Hill,,False,False
2026-09-08,Parkway South,,Parkway West,,False,False
2026-09-08,Pleasant Hill,,Pembroke Hill,,False,False
2026-09-08,Maplewood-Richmond Hts.,,Principia,,False,False
2026-09-08,Golden City,,Rich Hill,,False,False
2026-09-08,Bloomfield,,Richland (Essex),,False,False
2026-09-08,Union Star with King City,,Rock Port,,False,False
2026-09-08,Lawson,,Santa Fe,,False,False
2026-09-08,Stover,,Santa Fe,,False,False
2026-09-08,St. Vincent,,Saxony Lutheran,,False,False
2026-09-08,Lakeland,,Sheldon,,False,False
2026-09-08,Notre Dame (Cape Girardeau),,Sikeston,,False,False
2026-09-08,California,,Smith-Cotton,,False,False
2026-09-08,St. Joseph Christian,,South Harrison,,False,False
2026-09-08,Mound City,,South Holt with Craig,,False,False
2026-09-08,Sparta,,Spokane,,False,False
2026-09-08,Branson,,Springfield Catholic,,False,False
2026-09-08,Whitfield,,St. Charles,,False,False
2026-09-08,St. Joseph's Academy,,St. Dominic,,False,False
2026-09-08,Lee's Summit West,,St. Michael the Archangel,,False,False
2026-09-08,Northwest (Hughesville),,Sweet Springs,,False,False
2026-09-08,Bakersfield,,Thayer,,False,False
2026-09-08,Exeter,,Thomas Jefferson Independent Day,,False,False
2026-09-08,Ft. Zumwalt West,,Timberland,,False,False
2026-09-08,Plattsburg,,Trenton,,False,False
2026-09-08,Risco,,Twin Rivers,,False,False
2026-09-08,Crystal City,,Valley,,False,False
2026-09-08,Brentwood,,Valley Park,,False,False
2026-09-08,St. James,,Viburnum,,False,False
2026-09-08,South Iron,,West County,,False,False
2026-09-08,Francis Howell Central,,Westminster Christian Academy,,False,False
2026-09-08,Platte County,,William Chrisman,,False,False
2026-09-08,Sherwood,,Windsor,,False,False
2026-09-08,Webster Groves,,Windsor (Imperial),,False,False
2026-09-08,Ft. Zumwalt East,,Winfield,,False,False
2026-09-08,Puxico,,Woodland,,False,False
2026-09-09,East (Kansas City),,Academie Lafayette,,False,False
2026-09-09,Villa Duchesne,,Affton,,False,False
2026-09-09,Ballard,,Archie,,False,False
2026-09-09,Portageville,,Bernie,,False,False
2026-09-09,Southern Boone,,Camdenton,,False,False
2026-09-09,Hazelwood West,,Cardinal Ritter,,False,False
2026-09-09,Southeast,,Center,,False,False
2026-09-09,Central (Cape Girardeau),,Central (New Madrid County),,False,False
2026-09-09,Brookfield,,Chillicothe,,False,False
2026-09-09,Miller,,Clever,,False,False
2026-09-09,Concordia,,Cole Camp,,False,False
2026-09-09,Rosati-Kain,,Collegiate School of Med-Bio Science,,False,False
2026-09-09,Prairie Home,,Columbia Independent,,False,False
2026-09-09,Francis Howell North,,Duchesne,,False,False
2026-09-09,Oakville,,Festus,,False,False
2026-09-09,Vashon,,Gateway with Soldan International Studies,,False,False
2026-09-09,Miller Career Academy,,Gateway Science Charter,,False,False
2026-09-09,Bismarck,,Grandview (Hillsboro),,False,False
2026-09-09,Maplewood-Richmond Hts.,,Hancock,,False,False
2026-09-09,Holt,,Hannibal,,False,False
2026-09-09,Excelsior Springs,,Harrisonville,,False,False
2026-09-09,Parkway North,,Hazelwood East,,False,False
2026-09-09,Hickman,,Jefferson City,,False,False
2026-09-09,Meadow Heights,,Kelly,,False,False
2026-09-09,Lincoln,,Lakeland,,False,False
2026-09-09,Believe Acad Charter,,Lift for Life Academy Charter,,False,False
2026-09-09,Raytown South,,Lincoln College Prep,,False,False
2026-09-09,West Plains,,McKinley Classical Leadership,,False,False
2026-09-09,Mexico,,North Callaway,,False,False
2026-09-09,Scott City,,Notre Dame (Cape Girardeau),,False,False
2026-09-09,Savannah,,Oak Grove,,False,False
2026-09-09,St. Paul Lutheran (Farmington),,Oak Ridge,,False,False
2026-09-09,Northeast (Kansas City),,Paseo Academy,,False,False
2026-09-09,Lexington,,Penney,,False,False
2026-09-09,Hillsboro,,Potosi,,False,False
2026-09-09,Dexter,,Richland (Essex),,False,False
2026-09-09,Northwest (Cedar Hill),,Ritenour,,False,False
2026-09-09,Sweet Springs,,Sacred Heart,,False,False
2026-09-09,Windsor (Imperial),,Seckman,,False,False
2026-09-09,Saxony Lutheran,,Sikeston,,False,False
2026-09-09,Leeton with Chilhowee,,Smithton,,False,False
2026-09-09,East Buchanan,,South Harrison,,False,False
2026-09-09,Jackson,,St. Pius X (Festus),,False,False
2026-09-09,Mehlville,,STEAM Academy,,False,False
2026-09-09,Potosi,,Steelville,,False,False
2026-09-09,Jennings,,Valley Park,,False,False
2026-09-09,Sullivan,,Warrenton,,False,False
2026-09-09,Pacific,,Washington,,False,False
2026-09-09,Lutheran South,,Whitfield,,False,False
2026-09-10,Clayton,,Affton,,False,False
2026-09-10,El Dorado Springs,,Appleton City with Montrose,,False,False
2026-09-10,Parkview,,Aurora,,False,False
2026-09-10,Forsyth,,Ava,,False,False
2026-09-10,Ladue Horton Watkins,,Bayless,,False,False
2026-09-10,Cuba,,Belle,,False,False
2026-09-10,Bell City,,Bernie,,False,False
2026-09-10,Lift for Life Academy Charter,,Bishop DuBourg,,False,False
2026-09-10,Boonville,,Blair Oaks,,False,False
2026-09-10,Liberty North,,Blue Springs,,False,False
2026-09-10,Veritas Christian Academy,,Bowling Green,,False,False
2026-09-10,New Covenant Academy,,Branson,,False,False
2026-09-10,Golden City,,Bronaugh,,False,False
2026-09-10,Skyline,,Buffalo,,False,False
2026-09-10,Arcadia Valley,,Bunker,,False,False
2026-09-10,Winona,,Cabool,,False,False
2026-09-10,Eldon,,California,,False,False
2026-09-10,Benton,,Cameron,,False,False
2026-09-10,Nevada,,Carl Junction,,False,False
2026-09-10,Trenton,,Carrollton,,False,False
2026-09-10,Glendale,,Carthage,,False,False
2026-09-10,Campbell,,Caruthersville,,False,False
2026-09-10,Hillcrest,,Cassville,,False,False
2026-09-10,Van Horn,,Center,,False,False
2026-09-10,Ewing Marion Kauffman,,Central (Kansas City),,False,False
2026-09-10,Herculaneum,,Central (Park Hills),,False,False
2026-09-10,Smithville,,Central (St. Joseph),,False,False
2026-09-10,Father Tolton,,Centralia,,False,False
2026-09-10,Chamois,,Christian Fellowship Sr.,,False,False
2026-09-10,Smith-Cotton,,Clinton,,False,False
2026-09-10,Rosati-Kain,,Confluence Prep Academy Charter with Grand Center Arts Charter,,False,False
2026-09-10,East Prairie,,Cooter,,False,False
2026-09-10,Visitation Academy,,Cor Jesu Academy,,False,False
2026-09-10,Wheaton,,Crane,,False,False
2026-09-10,Green Ridge,,Crest Ridge,,False,False
2026-09-10,Northeast (Kansas City),,Crossroads Prep Charter,,False,False
2026-09-10,Fredericktown,,DeSoto,,False,False
2026-09-10,Bradleyville,,Dora,,False,False
2026-09-10,Lone Jack,,Drexel,,False,False
2026-09-10,Fulton,,Eugene,,False,False
2026-09-10,Billings,,Everton,,False,False
2026-09-10,Chillicothe,,Excelsior Springs,,False,False
2026-09-10,Marshfield,,Fair Grove,,False,False
2026-09-10,Hermann,,Fatima,,False,False
2026-09-10,Ash Grove,,Fordland,,False,False
2026-09-10,William Chrisman,,Fort Osage,,False,False
2026-09-10,Liberty (Wentzville),,Francis Howell,,False,False
2026-09-10,Francis Howell Central,,Francis Howell North,,False,False
2026-09-10,Cristo Rey,,Frontier STEM,,False,False
2026-09-10,Ft. Zumwalt North,,Ft. Zumwalt South,,False,False
2026-09-10,Principia,,Gateway Science Charter,,False,False
2026-09-10,Holcomb,,Gideon,,False,False
2026-09-10,KIPP KC Legacy,,Guadalupe Centers Charter,,False,False
2026-09-10,Battle,,Hallsville,,False,False
2026-09-10,Gateway with Soldan International Studies,,Hancock,,False,False
2026-09-10,Holden,,Harrisonville,,False,False
2026-09-10,Southland,,Hayti,,False,False
2026-09-10,University City,,Hazelwood East,,False,False
2026-09-10,Hickman,,Helias Catholic,,False,False
2026-09-10,Warrenton,,Holt,,False,False
2026-09-10,Valle Catholic,,Jefferson (Festus),,False,False
2026-09-10,Hazelwood Central,,Jennings,,False,False
2026-09-10,Westminster Christian Academy,,John Burroughs,,False,False
2026-09-10,Lebanon,,Joplin,,False,False
2026-09-10,Grandview,,Kearney,,False,False
2026-09-10,Malden,,Kennett,,False,False
2026-09-10,Parkway Central,,Kirkwood,,False,False
2026-09-10,Warsaw,,Knob Noster,,False,False
2026-09-10,Mansfield,,Koshkonong,,False,False
